TelCon,Content code,start,end,duration,content,topic
F33,p,71.015,73.66,2.645,cF,axe
F33,s,73.66,74.603,0.943,silence,axe
F33,p,74.603,83.932,9.329,rM,axe
F33,pbc,83.932,84.513,0.581,bc_cF rM,axe
F33,p,84.513,85.745,1.232,rM,axe
F33,f,85.745,86.292,0.547,filler_rM,axe
F33,p,86.292,90.574,4.282,rM,axe
F33,pbc,90.574,90.97,0.396,bc_cF rM,axe
F33,p,90.97,92.36,1.39,rM,axe
F33,pbc,92.36,92.848,0.488,bc_cF rM,axe
F33,p,92.848,97.262,4.414,rM,axe
F33,s,97.262,97.86,0.598,silence,axe
F33,p,97.86,103.192,5.332,cF,axe
F33,s,103.192,104.152,0.96,silence,axe
F33,p,104.152,106.763,2.611,rM,axe
F33,s,106.763,106.974,0.211,silence,axe
F33,p,106.974,107.445,0.471,cF,axe
F33,s,107.445,108.212,0.767,silence,axe
F33,p,108.212,108.481,0.269,rM,axe
F33,s,108.481,109.65,1.169,silence,axe
F33,p,109.65,113.709,4.059,rM,pistol
F33,f,113.709,114.231,0.522,filler_rM,pistol
F33,p,114.231,116.956,2.725,rM,pistol
F33,f,116.956,117.399,0.443,filler_rM,pistol
F33,p,117.399,122.521,5.122,rM,pistol
F33,s,122.521,123.169,0.648,silence,pistol
F33,p,123.169,124.505,1.336,cF,pistol
F33,s,124.505,125.662,1.157,silence,pistol
F33,f,125.662,125.87,0.208,filler_cF,pistol
F33,pf,125.87,126.352,0.482,filler_cF rM,pistol
F33,p,126.352,126.661,0.309,rM,pistol
F33,s,126.661,126.865,0.204,silence,pistol
F33,p,126.865,127.338,0.473,cF,pistol
F33,s,127.338,128.079,0.741,silence,pistol
F33,p,128.079,132.857,4.778,cF,pistol
F33,f,132.857,133.161,0.304,filler_cF,pistol
F33,p,133.161,135.801,2.64,cF,pistol
F33,f,135.801,136.437,0.636,filler_cF,pistol
F33,p,136.437,138.728,2.291,cF,pistol
F33,pp,138.728,139.158,0.43,cF rM,pistol
F33,p,139.158,141.395,2.237,rM,pistol
F33,p,141.395,141.932,0.537,cF,pistol
F33,pp,141.932,142.856,0.924,cF rM,pistol
F33,p,142.856,143.898,1.042,cF,pistol
F33,pp,143.898,144.134,0.236,cF rM,pistol
F33,p,144.134,147.814,3.68,rM,pistol
F33,s,147.814,147.899,0.085,silence,pistol
F33,p,147.899,148.513,0.614,cF,pistol
F33,s,148.513,148.842,0.329,silence,pistol
F33,p,148.842,149.12,0.278,rM,pistol
F33,s,149.12,149.81,0.69,silence,pistol
F33,pp,149.81,150.122,0.312,cF rM,pistol
F33,p,150.122,152.514,2.392,cF,pistol
F33,s,152.514,153.255,0.741,silence,pistol
F33,p,153.255,157.147,3.892,rM,pistol
F33,pp,157.147,159.478,2.331,cF rM,pistol
F33,p,159.478,161.929,2.451,cF,pistol
F33,pl,161.929,164.489,2.56,cF laughter_rM,pistol
F33,s,164.489,165.657,1.168,silence,pistol
F33,p,165.657,166.105,0.448,rM,pistol
F33,l,166.105,166.516,0.411,laughter_cF,pistol
F33,s,166.516,166.638,0.122,silence,pistol
F33,f,166.638,167.077,0.439,filler_rM,pistol
F33,l,167.077,167.399,0.322,laughter_rM,pistol
F33,p,167.399,167.911,0.512,rM,pistol
F33,f,167.911,168.32,0.409,filler_rM,butter
F33,p,168.32,169.787,1.467,rM,butter
F33,s,169.787,170.964,1.177,silence,butter
F33,f,170.964,171.866,0.902,filler_rM,butter
F33,p,171.866,172.09,0.224,rM,butter
F33,p,172.09,172.399,0.309,cF,butter
F33,pp,172.399,173.094,0.695,cF rM,butter
F33,p,173.094,173.978,0.884,cF,butter
F33,s,173.978,174.267,0.289,silence,butter
F33,p,174.267,181.898,7.631,rM,butter
F33,pp,181.898,182.067,0.169,cF rM,butter
F33,p,182.067,182.804,0.737,rM,butter
F33,p,182.804,185.161,2.357,cF,butter
F33,s,185.161,186.264,1.103,silence,butter
F33,p,186.264,187.198,0.934,rM,butter
F33,f,187.198,187.609,0.411,filler_rM,butter
F33,pp,187.609,187.749,0.14,cF rM,butter
F33,p,187.749,188.482,0.733,cF,butter
F33,pp,188.482,188.949,0.467,cF rM,butter
F33,p,188.949,189.641,0.692,cF,butter
F33,s,189.641,189.743,0.102,silence,butter
F33,p,189.743,196.48,6.737,rM,butter
F33,s,196.48,196.751,0.271,silence,butter
F33,p,196.751,199.068,2.317,cF,butter
F33,s,199.068,199.741,0.673,silence,butter
F33,p,199.741,202.444,2.703,rM,butter
F33,p,202.444,202.906,0.462,cF,butter
F33,pp,202.906,203.873,0.967,cF rM,butter
F33,s,203.873,204.546,0.673,silence,butter
F33,l,204.546,205.2,0.654,laughter_rM,butter
F33,ll,205.2,206.031,0.831,laughter_cF laughter_rM,butter
F33,pp,206.031,206.339,0.308,cF rM,butter
F33,p,206.339,208.012,1.673,cF,butter
F33,s,208.012,208.432,0.42,silence,butter
F33,p,208.432,209.77,1.338,rM,butter
F33,s,209.77,210.872,1.102,silence,butter
F33,p,210.872,212.827,1.955,rM,newspaper
F33,f,212.827,213.22,0.393,filler_rM,newspaper
F33,p,213.22,225.691,12.471,rM,newspaper
F33,s,225.691,227.168,1.477,silence,newspaper
F33,f,227.168,227.643,0.475,filler_cF,newspaper
F33,p,227.643,229.194,1.551,cF,newspaper
F33,f,229.194,229.708,0.514,filler_cF,newspaper
F33,p,229.708,238.167,8.459,cF,newspaper
F33,pbc,238.167,238.528,0.361,bc_rM cF,newspaper
F33,p,238.528,242.353,3.825,cF,newspaper
F33,pp,242.353,243.65,1.297,cF rM,newspaper
F33,s,243.65,244.481,0.831,silence,newspaper
F33,p,244.481,246.765,2.284,rM,newspaper
F33,p,246.765,247.176,0.411,cF,newspaper
F33,s,247.176,247.979,0.803,silence,newspaper
F33,p,247.979,248.316,0.337,rM,newspaper
F33,s,248.316,248.708,0.392,silence,newspaper
F33,p,248.708,248.914,0.206,rM,newspaper
F33,s,248.914,249.661,0.747,silence,newspaper
F33,p,249.661,252.583,2.922,rM,lighter
F33,pbc,252.583,252.957,0.374,bc_cF rM,lighter
F33,p,252.957,253.069,0.112,rM,lighter
F33,f,253.069,253.545,0.476,filler_rM,lighter
F33,p,253.545,257.833,4.288,rM,lighter
F33,s,257.833,258.057,0.224,silence,lighter
F33,p,258.057,264.151,6.094,cF,lighter
F33,s,264.151,265.076,0.925,silence,lighter
F33,p,265.076,268.59,3.514,rM,lighter
F33,pbc,268.59,269.132,0.542,bc_cF rM,lighter
F33,p,269.132,270.326,1.194,rM,lighter
F33,pp,270.326,270.429,0.103,cF rM,lighter
F33,p,270.429,272.298,1.869,cF,lighter
F33,s,272.298,273.036,0.738,silence,lighter
F33,p,273.036,275.154,2.118,rM,lighter
F33,pp,275.154,275.612,0.458,cF rM,lighter
F33,s,275.612,276.322,0.71,silence,lighter
F33,p,276.322,276.658,0.336,rM,lighter
F33,s,276.658,278.108,1.45,silence,lighter
F33,p,278.108,278.678,0.57,rM,clothing
F33,s,278.678,280.057,1.379,silence,clothing
F33,f,280.057,280.758,0.701,filler_rM,clothing
F33,p,280.758,289.815,9.057,rM,clothing
F33,pbc,289.815,290.235,0.42,bc_cF rM,clothing
F33,p,290.235,291.282,1.047,rM,clothing
F33,pp,291.282,291.712,0.43,cF rM,clothing
F33,p,291.712,293.73,2.018,cF,clothing
F33,pbc,293.73,294.02,0.29,bc_rM cF,clothing
F33,p,294.02,297.658,3.638,cF,clothing
F33,pbc,297.658,298.246,0.588,bc_rM cF,clothing
F33,p,298.246,300.769,2.523,cF,clothing
F33,pp,300.769,301.301,0.532,cF rM,clothing
F33,p,301.301,302.535,1.234,cF,clothing
F33,s,302.535,304.002,1.467,silence,clothing
F33,p,304.002,307.339,3.337,rM,clothing
F33,pbc,307.339,308.012,0.673,bc_cF rM,clothing
F33,p,308.012,309.357,1.345,rM,clothing
F33,pbc,309.357,309.75,0.393,bc_cF rM,clothing
F33,p,309.75,312.001,2.251,rM,clothing
F33,s,312.001,312.207,0.206,silence,clothing
F33,p,312.207,316.904,4.697,cF,clothing
F33,l,316.904,317.596,0.692,laughter_cF,clothing
F33,l,317.596,317.913,0.317,laughter_rM,clothing
F33,pl,317.913,318.278,0.365,cF laughter_rM,clothing
F33,p,318.278,323.734,5.456,cF,clothing
F33,pp,323.734,324.416,0.682,cF rM,clothing
