TelCon,Content code,start,end,duration,content,topic
F15,p,458.982,463.103,4.121,cM,lighter
F15,f,463.103,463.685,0.582,filler_cM,lighter
F15,pbc,463.685,463.967,0.282,bc_rM cM,lighter
F15,p,463.967,464.697,0.73,cM,lighter
F15,pbc,464.697,464.925,0.228,bc_rM cM,lighter
F15,p,464.925,468.034,3.109,cM,lighter
F15,s,468.034,469.357,1.323,silence,lighter
F15,p,469.357,472.419,3.062,rM,lighter
F15,f,472.419,472.743,0.324,filler_cM,lighter
F15,s,472.743,474.241,1.498,silence,lighter
F15,p,474.241,475.177,0.936,cM,lighter
F15,pp,475.177,475.475,0.298,cM rM,lighter
F15,p,475.475,475.991,0.516,rM,lighter
F15,f,475.991,476.421,0.43,filler_rM,lighter
F15,p,476.421,482.755,6.334,rM,lighter
F15,pbc,482.755,483.251,0.496,bc_cM rM,lighter
F15,p,483.251,487.513,4.262,rM,lighter
F15,s,487.513,487.825,0.312,silence,lighter
F15,p,487.825,488.505,0.68,cM,lighter
F15,p,488.505,489.572,1.067,rM,lighter
F15,s,489.572,490.075,0.503,silence,lighter
F15,p,490.075,491.196,1.121,cM,lighter
F15,p,491.196,491.69,0.494,rM,lighter
F15,s,491.69,491.849,0.159,silence,lighter
F15,p,491.849,491.947,0.098,cM,lighter
F15,pp,491.947,492.137,0.19,cM rM,lighter
F15,p,492.137,492.559,0.422,rM,lighter
F15,s,492.559,494.429,1.87,silence,lighter
F15,p,494.429,495.697,1.268,cM,clothing
F15,pp,495.697,496.115,0.418,cM rM,clothing
F15,p,496.115,498.474,2.359,cM,clothing
F15,s,498.474,498.931,0.457,silence,clothing
F15,p,498.931,500.426,1.495,rM,clothing
F15,pp,500.426,501.13,0.704,cM rM,clothing
F15,s,501.13,501.362,0.232,silence,clothing
F15,p,501.362,502.966,1.604,rM,clothing
F15,p,502.966,503.371,0.405,cM,clothing
F15,s,503.371,504.062,0.691,silence,clothing
F15,p,504.062,505.36,1.298,cM,clothing
F15,p,505.36,507.252,1.892,rM,canvas
F15,p,507.252,509.628,2.376,cM,canvas
F15,pp,509.628,510.773,1.145,cM rM,canvas
F15,p,510.773,515.935,5.162,cM,canvas
F15,pp,515.935,516.572,0.637,cM rM,canvas
F15,p,516.572,523.24,6.668,cM,canvas
F15,pp,523.24,524.877,1.637,cM rM,canvas
F15,p,524.877,525.077,0.2,rM,canvas
F15,s,525.077,525.634,0.557,silence,canvas
F15,p,525.634,528.916,3.282,rM,canvas
F15,pbc,528.916,529.265,0.349,bc_cM rM,canvas
F15,f,529.265,529.73,0.465,filler_rM,canvas
F15,p,529.73,534.145,4.415,rM,canvas
F15,s,534.145,534.666,0.521,silence,canvas
F15,p,534.666,542.919,8.253,cM,canvas
F15,pbc,542.919,543.281,0.362,bc_rM cM,canvas
F15,p,543.281,546.214,2.933,cM,canvas
F15,s,546.214,546.6,0.386,silence,canvas
F15,p,546.6,551.268,4.668,rM,canvas
F15,p,551.268,552.291,1.023,cM,canvas
F15,pbc,552.291,552.597,0.306,bc_rM cM,canvas
F15,p,552.597,552.977,0.38,cM,canvas
F15,s,552.977,553.602,0.625,silence,canvas
F15,p,553.602,554.016,0.414,rM,canvas
F15,s,554.016,554.291,0.275,silence,canvas
F15,pp,554.291,554.708,0.417,cM rM,canvas
F15,p,554.708,555.486,0.778,rM,canvas
F15,s,555.486,555.59,0.104,silence,canvas
F15,p,555.59,555.975,0.385,cM,canvas
F15,p,555.975,556.214,0.239,rM,canvas
F15,s,556.214,557.029,0.815,silence,canvas
F15,p,557.029,557.445,0.416,cM,canvas
F15,s,557.445,558.109,0.664,silence,canvas
F15,p,558.109,558.609,0.5,rM,airmap
F15,s,558.609,559.264,0.655,silence,airmap
F15,p,559.264,566.523,7.259,cM,airmap
F15,f,566.523,566.849,0.326,filler_cM,airmap
F15,bcf,566.849,567.131,0.282,bc_rM filler_cM,airmap
F15,p,567.131,570.609,3.478,cM,airmap
F15,pp,570.609,571.332,0.723,cM rM,airmap
F15,p,571.332,572.505,1.173,cM,airmap
F15,pp,572.505,573.016,0.511,cM rM,airmap
F15,p,573.016,579.245,6.229,cM,airmap
F15,pp,579.245,580.5,1.255,cM rM,airmap
F15,p,580.5,582.607,2.107,rM,airmap
F15,pp,582.607,583.133,0.526,cM rM,airmap
F15,p,583.133,584.144,1.011,rM,airmap
F15,pp,584.144,584.524,0.38,cM rM,airmap
F15,p,584.524,587.481,2.957,cM,airmap
F15,pbc,587.481,587.892,0.411,bc_rM cM,airmap
F15,p,587.892,591.431,3.539,cM,airmap
F15,f,591.431,592.065,0.634,filler_cM,airmap
F15,p,592.065,595.06,2.995,cM,airmap
F15,pp,595.06,595.225,0.165,cM rM,airmap
F15,p,595.225,596.885,1.66,rM,airmap
F15,pp,596.885,597.166,0.281,cM rM,airmap
F15,s,597.166,597.791,0.625,silence,airmap
F15,p,597.791,598.152,0.361,rM,airmap
F15,s,598.152,600.242,2.09,silence,airmap
F15,p,600.242,601.582,1.34,rM,whisky
F15,f,601.582,601.993,0.411,filler_rM,whisky
F15,p,601.993,602.675,0.682,rM,whisky
F15,l,602.675,602.946,0.271,laughter_rM,whisky
F15,p,602.946,608.717,5.771,rM,whisky
F15,s,608.717,609.04,0.323,silence,whisky
F15,p,609.04,611.075,2.035,cM,whisky
F15,pp,611.075,611.4,0.325,cM rM,whisky
F15,p,611.4,614.069,2.669,cM,whisky
F15,pbc,614.069,614.406,0.337,bc_rM cM,whisky
F15,p,614.406,617.523,3.117,cM,whisky
F15,pp,617.523,618.178,0.655,cM rM,whisky
F15,p,618.178,619.489,1.311,rM,whisky
F15,s,619.489,620.64,1.151,silence,whisky
F15,p,620.64,622.514,1.874,cM,whisky
F15,pp,622.514,623.004,0.49,cM rM,whisky
F15,p,623.004,624.461,1.457,cM,whisky
F15,p,624.461,624.663,0.202,rM,whisky
F15,pp,624.663,625.355,0.692,cM rM,whisky
F15,p,625.355,626.084,0.729,rM,whisky
F15,pp,626.084,626.353,0.269,cM rM,whisky
F15,p,626.353,626.952,0.599,cM,whisky
F15,pp,626.952,627.882,0.93,cM rM,whisky
F15,p,627.882,631.997,4.115,cM,whisky
F15,f,631.997,632.224,0.227,filler_cM,whisky
F15,pf,632.224,633.118,0.894,filler_cM rM,whisky
F15,p,633.118,634.202,1.084,cM,whisky
F15,p,634.202,634.569,0.367,rM,whisky
F15,p,634.569,635.267,0.698,cM,whisky
F15,pf,635.267,635.616,0.349,cM filler_rM,whisky
F15,p,635.616,638.586,2.97,cM,whisky
F15,pbc,638.586,639.137,0.551,bc_rM cM,whisky
F15,p,639.137,644.244,5.107,cM,whisky
F15,p,644.244,644.398,0.154,rM,whisky
F15,pp,644.398,645.252,0.854,cM rM,whisky
F15,p,645.252,646.131,0.879,cM,whisky
F15,s,646.131,646.352,0.221,silence,whisky
F15,p,646.352,646.731,0.379,rM,whisky
F15,s,646.731,647.662,0.931,silence,whisky
F15,p,647.662,649.438,1.776,rM,whisky
F15,pp,649.438,649.938,0.5,cM rM,whisky
F15,p,649.938,650.332,0.394,rM,whisky
F15,s,650.332,650.513,0.181,silence,whisky
F15,p,650.513,650.657,0.144,cM,whisky
F15,pp,650.657,651.122,0.465,cM rM,whisky
F15,p,651.122,652.149,1.027,rM,whisky
F15,s,652.149,654.51,2.361,silence,whisky
F15,p,654.51,655.367,0.857,rM,compass
F15,s,655.367,655.624,0.257,silence,compass
F15,p,655.624,656.849,1.225,cM,compass
F15,pp,656.849,657.55,0.701,cM rM,compass
F15,s,657.55,657.963,0.413,silence,compass
F15,pp,657.963,658.411,0.448,cM rM,compass
F15,p,658.411,659.224,0.813,rM,compass
F15,pp,659.224,659.327,0.103,cM rM,compass
F15,p,659.327,659.812,0.485,cM,compass
F15,pp,659.812,660.281,0.469,cM rM,compass
F15,p,660.281,663.578,3.297,cM,compass
F15,p,663.578,664.123,0.545,rM,compass
F15,pp,664.123,664.294,0.171,cM rM,compass
F15,p,664.294,666.931,2.637,cM,compass
F15,pp,666.931,668.333,1.402,cM rM,compass
F15,p,668.333,668.578,0.245,rM,compass
F15,s,668.578,668.866,0.288,silence,compass
F15,p,668.866,668.982,0.116,cM,compass
F15,pp,668.982,669.184,0.202,cM rM,compass
F15,p,669.184,669.301,0.117,rM,compass
F15,s,669.301,670.981,1.68,silence,compass
F15,p,670.981,672.383,1.402,rM,compass
F15,pp,672.383,672.797,0.414,cM rM,compass
F15,p,672.797,673.932,1.135,rM,compass
F15,s,673.932,674.575,0.643,silence,compass
F15,p,674.575,676.834,2.259,rM,chocolate
F15,pp,676.834,677.005,0.171,cM rM,chocolate
F15,p,677.005,680.82,3.815,rM,chocolate
F15,s,680.82,681.188,0.368,silence,chocolate
F15,p,681.188,682.93,1.742,cM,chocolate
F15,pbc,682.93,683.196,0.266,bc_rM cM,chocolate
F15,p,683.196,688.721,5.525,cM,chocolate
F15,pbc,688.721,689.064,0.343,bc_rM cM,chocolate
F15,p,689.064,691.74,2.676,cM,chocolate
F15,pp,691.74,692.077,0.337,cM rM,chocolate
F15,p,692.077,692.487,0.41,rM,chocolate
F15,pp,692.487,692.827,0.34,cM rM,chocolate
F15,p,692.827,695.384,2.557,cM,chocolate
F15,s,695.384,696.069,0.685,silence,chocolate
F15,p,696.069,698.874,2.805,rM,chocolate
F15,p,698.874,699.07,0.196,cM,chocolate
F15,pp,699.07,699.382,0.312,cM rM,chocolate
F15,s,699.382,700.368,0.986,silence,chocolate
F15,p,700.368,702.695,2.327,rM,chocolate
F15,p,702.695,703.369,0.674,cM,chocolate
F15,p,703.369,704.838,1.469,rM,chocolate
F15,f,704.838,705.157,0.319,filler_rM,chocolate
F15,p,705.157,707.112,1.955,rM,chocolate
F15,s,707.112,707.251,0.139,silence,chocolate
F15,p,707.251,708.145,0.894,cM,chocolate
F15,s,708.145,708.366,0.221,silence,chocolate
F15,p,708.366,708.488,0.122,rM,chocolate
F15,s,708.488,708.836,0.348,silence,chocolate
F15,p,708.836,709.658,0.822,rM,chocolate
F15,s,709.658,711.195,1.537,silence,chocolate
F15,p,711.195,711.765,0.57,cM,chocolate
F15,pp,711.765,713.076,1.311,cM rM,chocolate
F15,p,713.076,715.809,2.733,cM,chocolate
F15,s,715.809,716.691,0.882,silence,chocolate
F15,p,716.691,716.911,0.22,rM,chocolate
F15,s,716.911,717.946,1.035,silence,chocolate
F15,p,717.946,720.445,2.499,rM,chocolate
F15,pp,720.445,720.69,0.245,cM rM,chocolate
F15,p,720.69,720.935,0.245,cM,chocolate
F15,s,720.935,722,1.065,silence,chocolate
F15,p,722,722.6,0.6,cM,other
F15,pp,722.6,724.039,1.439,cM rM,other
F15,p,724.039,724.86,0.821,cM,other
F15,s,724.86,725.879,1.019,silence,other
F15,p,725.879,727.025,1.146,rM,other
F15,s,727.025,728.062,1.037,silence,other
F15,p,728.062,728.258,0.196,rM,other
F15,s,728.258,729.195,0.937,silence,other
F15,p,729.195,730.304,1.109,cM,other
F15,s,730.304,731.696,1.392,silence,other
F15,p,731.696,732.493,0.797,rM,other
F15,pp,732.493,732.762,0.269,cM rM,other
F15,p,732.762,739.999,7.237,rM,other
F15,p,739.999,740.288,0.289,cM,other
F15,pp,740.288,740.441,0.153,cM rM,other
F15,p,740.441,746.828,6.387,cM,other
F15,s,746.828,747.998,1.17,silence,other
F15,p,747.998,748.647,0.649,rM,other
F15,p,748.647,748.959,0.312,cM,other
F15,pp,748.959,749.754,0.795,cM rM,other
F15,p,749.754,750.176,0.422,rM,other
F15,p,750.176,751.174,0.998,cM,other
F15,s,751.174,752.503,1.329,silence,other
F15,p,752.503,754.181,1.678,rM,other
F15,s,754.181,754.401,0.22,silence,other
F15,p,754.401,755.309,0.908,cM,other
F15,s,755.309,756.648,1.339,silence,other
F15,p,756.648,759.761,3.113,rM,other
F15,s,759.761,760.158,0.397,silence,other
F15,p,760.158,762.133,1.975,cM,other
F15,pp,762.133,762.739,0.606,cM rM,other
F15,p,762.739,763.486,0.747,cM,other
F15,end,763.486,765.47,1.984,end,end
F16,s,0,1.241,1.241,silence,other
F16,p,1.241,1.579,0.338,rM,other
F16,s,1.579,1.975,0.396,silence,other
F16,p,1.975,2.804,0.829,cF,other
F16,s,2.804,3.298,0.494,silence,other
F16,p,3.298,3.796,0.498,rM,other
F16,s,3.796,4.03,0.234,silence,other
F16,f,4.03,4.618,0.588,filler_cF,other
F16,p,4.618,7.761,3.143,cF,other
F16,s,7.761,8.267,0.506,silence,other
F16,p,8.267,8.449,0.182,rM,other
F16,s,8.449,8.912,0.463,silence,other
F16,p,8.912,9.753,0.841,cF,other
F16,s,9.753,10.489,0.736,silence,other
F16,f,10.489,10.805,0.316,filler_cF,steel_wool
F16,p,10.805,12.396,1.591,cF,steel_wool
F16,f,12.396,12.77,0.374,filler_cF,steel_wool
F16,p,12.77,13.721,0.951,cF,steel_wool
F16,s,13.721,14.227,0.506,silence,steel_wool
F16,p,14.227,14.62,0.393,rM,steel_wool
F16,s,14.62,14.894,0.274,silence,steel_wool
F16,f,14.894,15.463,0.569,filler_cF,steel_wool
F16,s,15.463,15.846,0.383,silence,steel_wool
F16,p,15.846,16.723,0.877,rM,steel_wool
F16,p,16.723,17.369,0.646,cF,steel_wool
F16,s,17.369,18.044,0.675,silence,steel_wool
F16,p,18.044,18.941,0.897,rM,steel_wool
F16,pbc,18.941,19.512,0.571,bc_cF rM,steel_wool
F16,p,19.512,21.494,1.982,rM,steel_wool
F16,s,21.494,21.69,0.196,silence,steel_wool
F16,p,21.69,24.13,2.44,cF,steel_wool
F16,s,24.13,24.546,0.416,silence,steel_wool
F16,p,24.546,26.238,1.692,rM,steel_wool
F16,s,26.238,26.305,0.067,silence,steel_wool
F16,p,26.305,27.772,1.467,cF,steel_wool
F16,s,27.772,28.244,0.472,silence,steel_wool
F16,p,28.244,28.758,0.514,rM,steel_wool
F16,s,28.758,29.001,0.243,silence,steel_wool
F16,l,29.001,30.285,1.284,laughter_cF,steel_wool
F16,pp,30.285,30.622,0.337,cF rM,steel_wool
F16,p,30.622,31.178,0.556,cF,steel_wool
F16,p,31.178,31.818,0.64,cF,axe
F16,f,31.818,32.065,0.247,filler_cF,axe
F16,p,32.065,33.851,1.786,cF,axe
F16,f,33.851,34.256,0.405,filler_cF,axe
F16,p,34.256,35.002,0.746,cF,axe
F16,s,35.002,35.707,0.705,silence,axe
F16,p,35.707,36.397,0.69,rM,axe
F16,s,36.397,37.093,0.696,silence,axe
F16,f,37.093,37.418,0.325,filler_cF,axe
F16,p,37.418,39.409,1.991,cF,axe
F16,s,39.409,40.406,0.997,silence,axe
F16,p,40.406,51.749,11.343,rM,axe
F16,p,51.749,52.54,0.791,cF,axe
F16,pl,52.54,52.985,0.445,cF laughter_rM,axe
F16,s,52.985,53.488,0.503,silence,axe
F16,pf,53.488,54.066,0.578,filler_cF rM,axe
F16,p,54.066,54.243,0.177,rM,axe
F16,s,54.243,54.432,0.189,silence,axe
F16,p,54.432,54.531,0.099,cF,axe
F16,pp,54.531,54.824,0.293,cF rM,axe
F16,p,54.824,57.88,3.056,cF,axe
F16,f,57.88,58.474,0.594,filler_cF,axe
F16,p,58.474,62.079,3.605,cF,axe
F16,f,62.079,62.243,0.164,filler_cF,axe
F16,pf,62.243,62.343,0.1,filler_cF rM,axe
F16,pp,62.343,62.991,0.648,cF rM,axe
F16,p,62.991,63.218,0.227,rM,axe
F16,s,63.218,63.371,0.153,silence,axe
F16,p,63.371,64.571,1.2,cF,axe
F16,s,64.571,67.402,2.831,silence,axe
F16,p,67.402,68.94,1.538,rM,axe
F16,s,68.94,69.298,0.358,silence,axe
F16,p,69.298,70.303,1.005,cF,axe
F16,s,70.303,71.189,0.886,silence,axe
F16,p,71.189,72.988,1.799,rM,axe
F16,s,72.988,73.821,0.833,silence,axe
F16,p,73.821,76.014,2.193,cF,axe
F16,pl,76.014,76.407,0.393,cF laughter_rM,axe
F16,p,76.407,78.042,1.635,cF,axe
F16,f,78.042,78.511,0.469,filler_cF,axe
F16,s,78.511,79.624,1.113,silence,axe
F16,l,79.624,80.483,0.859,laughter_cF,axe
F16,p,80.483,82.773,2.29,cF,axe
F16,s,82.773,83.277,0.504,silence,axe
F16,p,83.277,86.204,2.927,rM,axe
F16,s,86.204,86.447,0.243,silence,axe
F16,p,86.447,87.288,0.841,cF,axe
F16,f,87.288,87.827,0.539,filler_cF,axe
F16,s,87.827,88.603,0.776,silence,axe
F16,p,88.603,90.814,2.211,rM,axe
F16,s,90.814,91.723,0.909,silence,axe
F16,p,91.723,92.685,0.962,cF,axe
F16,pp,92.685,93.162,0.477,cF rM,axe
F16,s,93.162,93.553,0.391,silence,axe
F16,p,93.553,94.424,0.871,rM,axe
F16,s,94.424,95.085,0.661,silence,axe
F16,f,95.085,95.226,0.141,filler_cF,axe
F16,fl,95.226,95.678,0.452,filler_cF laughter_rM,axe
F16,l,95.678,96.287,0.609,laughter_rM,axe
F16,s,96.287,96.698,0.411,silence,axe
F16,l,96.698,97.531,0.833,laughter_cF,axe
F16,s,97.531,98.063,0.532,silence,axe
F16,p,98.063,98.832,0.769,cF,axe
F16,f,98.832,99.354,0.522,filler_cF,axe
F16,p,99.354,99.873,0.519,cF,axe
F16,s,99.873,102.006,2.133,silence,axe
F16,p,102.006,105.274,3.268,cF,axe
F16,f,105.274,105.801,0.527,filler_cF,axe
F16,p,105.801,110.639,4.838,cF,axe
F16,f,110.639,110.826,0.187,filler_cF,axe
F16,pf,110.826,111.074,0.248,filler_cF rM,axe
F16,p,111.074,111.681,0.607,rM,axe
F16,s,111.681,112.559,0.878,silence,axe
F16,f,112.559,113.168,0.609,filler_cF,axe
F16,s,113.168,114.631,1.463,silence,axe
F16,p,114.631,116.805,2.174,rM,axe
F16,pp,116.805,118.457,1.652,cF rM,axe
F16,p,118.457,120.376,1.919,cF,axe
F16,s,120.376,120.745,0.369,silence,axe
F16,p,120.745,125.111,4.366,rM,axe
F16,s,125.111,125.938,0.827,silence,axe
F16,p,125.938,126.406,0.468,cF,axe
F16,s,126.406,127.316,0.91,silence,axe
F16,p,127.316,130.011,2.695,cF,axe
F16,s,130.011,130.589,0.578,silence,axe
F16,p,130.589,131.315,0.726,rM,axe
F16,p,131.315,131.649,0.334,cF,axe
F16,s,131.649,132.346,0.697,silence,axe
F16,p,132.346,132.694,0.348,rM,axe
F16,s,132.694,134.107,1.413,silence,axe
F16,f,134.107,134.834,0.727,filler_cF,axe
F16,s,134.834,136.002,1.168,silence,axe
F16,pp,136.002,136.475,0.473,cF rM,pistol
F16,p,136.475,139.201,2.726,cF,pistol
F16,f,139.201,139.566,0.365,filler_cF,pistol
F16,p,139.566,141.142,1.576,cF,pistol
F16,pp,141.142,141.621,0.479,cF rM,pistol
F16,p,141.621,145.187,3.566,cF,pistol
F16,pp,145.187,147.093,1.906,cF rM,pistol
F16,p,147.093,148.881,1.788,cF,pistol
F16,s,148.881,149.355,0.474,silence,pistol
F16,p,149.355,152.559,3.204,rM,pistol
F16,s,152.559,153.356,0.797,silence,pistol
F16,f,153.356,153.891,0.535,filler_cF,pistol
F16,p,153.891,154.36,0.469,cF,pistol
F16,pp,154.36,155.215,0.855,cF rM,pistol
F16,p,155.215,157.031,1.816,cF,pistol
F16,f,157.031,157.545,0.514,filler_cF,pistol
F16,p,157.545,158.223,0.678,cF,pistol
F16,pp,158.223,158.92,0.697,cF rM,pistol
F16,p,158.92,159.067,0.147,cF,pistol
F16,p,159.067,162.327,3.26,rM,pistol
F16,s,162.327,163.206,0.879,silence,pistol
F16,p,163.206,168.092,4.886,cF,pistol
F16,f,168.092,168.659,0.567,filler_cF,pistol
F16,p,168.659,169.81,1.151,cF,pistol
F16,pp,169.81,170.978,1.168,cF rM,pistol
F16,p,170.978,171.489,0.511,rM,pistol
F16,s,171.489,172.117,0.628,silence,pistol
F16,p,172.117,172.205,0.088,cF,pistol
F16,pp,172.205,172.674,0.469,cF rM,pistol
F16,p,172.674,173.302,0.628,rM,pistol
F16,pp,173.302,173.738,0.436,cF rM,pistol
F16,pl,173.738,174.229,0.491,cF laughter_rM,pistol
F16,p,174.229,175.892,1.663,cF,pistol
F16,s,175.892,176.472,0.58,silence,pistol
F16,p,176.472,176.602,0.13,rM,pistol
F16,pp,176.602,176.746,0.144,cF rM,pistol
F16,p,176.746,176.97,0.224,rM,pistol
F16,s,176.97,177.244,0.274,silence,pistol
F16,f,177.244,177.827,0.583,filler_cF,pistol
F16,s,177.827,178.787,0.96,silence,pistol
F16,p,178.787,179.415,0.628,cF,pistol
F16,pp,179.415,179.528,0.113,cF rM,pistol
F16,p,179.528,182.293,2.765,rM,pistol
F16,pp,182.293,182.703,0.41,cF rM,pistol
F16,p,182.703,185.002,2.299,rM,pistol
F16,s,185.002,185.413,0.411,silence,pistol
F16,f,185.413,185.845,0.432,filler_cF,pistol
F16,p,185.845,188.187,2.342,cF,pistol
F16,s,188.187,188.883,0.696,silence,pistol
F16,p,188.883,189.556,0.673,rM,pistol
F16,s,189.556,189.804,0.248,silence,pistol
F16,f,189.804,190.429,0.625,filler_cF,pistol
F16,s,190.429,191.415,0.986,silence,pistol
F16,p,191.415,193.29,1.875,cF,pistol
F16,l,193.29,193.908,0.618,laughter_cF,pistol
F16,pl,193.908,194.904,0.996,cF laughter_rM,pistol
F16,p,194.904,195.932,1.028,cF,pistol
F16,s,195.932,197.352,1.42,silence,pistol
F16,p,197.352,199.056,1.704,rM,pistol
F16,l,199.056,199.319,0.263,laughter_rM,pistol
F16,ll,199.319,199.472,0.153,laughter_cF laughter_rM,pistol
F16,l,199.472,199.794,0.322,laughter_cF,pistol
F16,s,199.794,199.957,0.163,silence,pistol
F16,p,199.957,200.636,0.679,rM,pistol
F16,pp,200.636,201.303,0.667,cF rM,pistol
F16,p,201.303,202.276,0.973,cF,pistol
F16,s,202.276,202.76,0.484,silence,pistol
F16,p,202.76,203.057,0.297,rM,pistol
F16,s,203.057,203.431,0.374,silence,pistol
F16,p,203.431,203.672,0.241,rM,pistol
F16,s,203.672,205.448,1.776,silence,pistol
F16,f,205.448,206.01,0.562,filler_cF,butter
F16,s,206.01,207.39,1.38,silence,butter
F16,p,207.39,209.622,2.232,rM,butter
F16,s,209.622,210.264,0.642,silence,butter
F16,p,210.264,211.169,0.905,cF,butter
F16,pp,211.169,212.076,0.907,cF rM,butter
F16,p,212.076,215.175,3.099,rM,butter
F16,s,215.175,216.028,0.853,silence,butter
F16,f,216.028,216.322,0.294,filler_cF,butter
F16,p,216.322,218.023,1.701,cF,butter
F16,p,218.023,219.23,1.207,rM,butter
F16,p,219.23,231.469,12.239,cF,butter
F16,s,231.469,232.202,0.733,silence,butter
F16,p,232.202,233.951,1.749,rM,butter
F16,p,233.951,234.373,0.422,cF,butter
F16,s,234.373,235.153,0.78,silence,butter
F16,p,235.153,240.087,4.934,rM,butter
F16,p,240.087,240.669,0.582,cF,butter
F16,s,240.669,241.588,0.919,silence,butter
F16,p,241.588,241.724,0.136,rM,butter
F16,pf,241.724,242.233,0.509,filler_cF rM,butter
F16,pp,242.233,243.722,1.489,cF rM,butter
F16,p,243.722,244.311,0.589,cF,butter
F16,pp,244.311,244.656,0.345,cF rM,butter
F16,p,244.656,246.449,1.793,rM,butter
F16,l,246.449,247.043,0.594,laughter_rM,butter
F16,ll,247.043,247.746,0.703,laughter_cF laughter_rM,butter
F16,s,247.746,248.413,0.667,silence,butter
F16,p,248.413,249.922,1.509,rM,butter
F16,s,249.922,250.148,0.226,silence,butter
F16,p,250.148,251.765,1.617,cF,butter
F16,s,251.765,252.748,0.983,silence,butter
F16,p,252.748,254.419,1.671,rM,butter
F16,s,254.419,254.754,0.335,silence,butter
F16,p,254.754,257.513,2.759,cF,newspaper
F16,s,257.513,257.702,0.189,silence,newspaper
F16,p,257.702,257.812,0.11,cF,newspaper
F16,pp,257.812,258.905,1.093,cF rM,newspaper
F16,p,258.905,259.228,0.323,cF,newspaper
F16,s,259.228,259.498,0.27,silence,newspaper
F16,p,259.498,259.618,0.12,rM,newspaper
F16,pp,259.618,260.148,0.53,cF rM,newspaper
F16,p,260.148,261.629,1.481,cF,newspaper
F16,s,261.629,262.44,0.811,silence,newspaper
F16,p,262.44,262.768,0.328,rM,newspaper
F16,pp,262.768,263.413,0.645,cF rM,newspaper
F16,p,263.413,263.901,0.488,cF,newspaper
F16,s,263.901,264.262,0.361,silence,newspaper
F16,p,264.262,266.491,2.229,cF,newspaper
F16,s,266.491,267.308,0.817,silence,newspaper
F16,f,267.308,267.861,0.553,filler_cF,newspaper
F16,p,267.861,269.824,1.963,rM,newspaper
F16,s,269.824,269.974,0.15,silence,newspaper
F16,p,269.974,270.42,0.446,cF,newspaper
F16,pp,270.42,270.951,0.531,cF rM,newspaper
F16,p,270.951,271.752,0.801,cF,newspaper
F16,s,271.752,272.386,0.634,silence,newspaper
F16,p,272.386,276.591,4.205,rM,newspaper
F16,s,276.591,276.937,0.346,silence,newspaper
F16,p,276.937,283.517,6.58,cF,newspaper
F16,pp,283.517,284.776,1.259,cF rM,newspaper
F16,p,284.776,284.949,0.173,rM,newspaper
F16,s,284.949,285.863,0.914,silence,newspaper
F16,f,285.863,286.501,0.638,filler_cF,newspaper
F16,s,286.501,287.296,0.795,silence,newspaper
F16,p,287.296,292.138,4.842,cF,newspaper
F16,s,292.138,292.809,0.671,silence,newspaper
F16,p,292.809,293.223,0.414,rM,newspaper
F16,s,293.223,296.247,3.024,silence,newspaper
F16,f,296.247,296.502,0.255,filler_cF,newspaper
F16,pf,296.502,296.87,0.368,filler_cF rM,newspaper
F16,p,296.87,297.111,0.241,rM,newspaper
F16,s,297.111,298.306,1.195,silence,newspaper
F16,p,298.306,300.108,1.802,cF,newspaper
F16,s,300.108,300.812,0.704,silence,newspaper
F16,p,300.812,301.099,0.287,rM,newspaper
F16,s,301.099,301.395,0.296,silence,newspaper
F16,p,301.395,301.512,0.117,cF,newspaper
F16,pp,301.512,301.746,0.234,cF rM,newspaper
F16,p,301.746,302.404,0.658,rM,newspaper
F16,s,302.404,302.915,0.511,silence,newspaper
F16,p,302.915,303.178,0.263,cF,newspaper
F16,s,303.178,305.386,2.208,silence,newspaper
F16,p,305.386,305.631,0.245,rM,newspaper
F16,s,305.631,306.705,1.074,silence,newspaper
F16,p,306.705,307.06,0.355,cF,lighter
F16,pp,307.06,307.434,0.374,cF rM,lighter
F16,p,307.434,309.657,2.223,rM,lighter
F16,pp,309.657,310.464,0.807,cF rM,lighter
F16,p,310.464,312.648,2.184,rM,lighter
F16,s,312.648,313.146,0.498,silence,lighter
F16,p,313.146,313.23,0.084,rM,lighter
F16,pp,313.23,315.134,1.904,cF rM,lighter
F16,p,315.134,316.133,0.999,rM,lighter
F16,s,316.133,317.223,1.09,silence,lighter
F16,p,317.223,318.024,0.801,cF,lighter
F16,f,318.024,318.359,0.335,filler_cF,lighter
F16,p,318.359,321.58,3.221,cF,lighter
F16,p,321.58,322.019,0.439,rM,lighter
F16,s,322.019,323.455,1.436,silence,lighter
F16,p,323.455,327.18,3.725,rM,lighter
F16,s,327.18,327.705,0.525,silence,lighter
F16,p,327.705,328.024,0.319,cF,lighter
F16,s,328.024,329.714,1.69,silence,lighter
F16,p,329.714,330.626,0.912,rM,clothing
F16,s,330.626,331.558,0.932,silence,clothing
F16,p,331.558,332.113,0.555,rM,clothing
F16,s,332.113,332.266,0.153,silence,clothing
F16,p,332.266,333.529,1.263,cF,clothing
F16,pp,333.529,334.36,0.831,cF rM,clothing
F16,p,334.36,335.233,0.873,cF,clothing
F16,s,335.233,336.209,0.976,silence,clothing
F16,p,336.209,336.6,0.391,rM,clothing
F16,s,336.6,336.788,0.188,silence,clothing
F16,f,336.788,337.263,0.475,filler_cF,clothing
F16,s,337.263,337.696,0.433,silence,clothing
